C38155|recurrent-disease
C27014|chemical-esophagitis
C97067|chronic-esophagitis
C27105|eosinophilic-esophagitis
C53501|non-neoplastic-stomach-disorder
C2850|achlorhydria
C53647|gastric-diverticulitis
C5489|gastric-xanthoma
C34966|pyloric-stenosis
C98952|hypertrophic-pyloric-stenosis
C26780|gastritis
C26933|acute-gastritis
C26977|alcoholic-gastritis
C82938|chemical-gastritis
C122082|collagenous-gastritis
C27013|erosive-gastritis
C27342|fungal-gastritis
C27837|gastritis-associated-with-crohn-disease
C67277|giant-hypertrophic-gastritis
C27348|granulomatous-gastritis
C27121|helicobacter-pylori-associated-gastritis
C26928|hemorrhagic-gastritis
C27051|lymphocytic-gastritis
C27329|necrotizing-gastritis
C26929|chronic-gastritis
C53500|non-neoplastic-intestinal-disorder
C96436|appendix-neuroma
C78244|colonic-ulcer
C98918|duodenal-web
C98953|ileal-web
C34733|intestinal-pseudo-obstruction
C98966|jejunal-web
C34810|megacolon
C78590|rectal-ulcer
C35145|appendicitis
C78178|acute-perforated-appendicitis
C34494|colic
C78593|renal-colic
C26752|diverticulitis
C27300|meckel-diverticulitis
C37979|ileus
C98979|meconium-ileus
C93045|paralytic-ileus
C35212|ischemic-bowel-disease
C34356|acute-intestinal-ischemia
C77952|proctocolitis
C34950|proctosigmoiditis
C78619|small-intestinal-ulcer
C78357|ileal-ulcer
C78401|jejunal-ulcer
C79573|enterocolitis
C84915|necrotizing-enterocolitis
C114909|necrotizing-enterocolitis-totalis
C101273|suspected-necrotizing-enterocolitis
C34700|hirschsprung-disease
C101041|short-segment-hirschsprung-disease
C101074|total-intestinal-aganglionosis
C101040|total-colonic-aganglionosis
C26765|enteritis
C94409|duodenitis
C84782|ileitis
C26723|colitis
C35608|aggravated-colitis
C128347|antibiotic-associated-colitis
C82954|chronic-active-colitis
C27740|focal-active-colitis
C37262|granulomatous-colitis
C27111|radiation-colitis
C38043|typhlitis
C78359|infectious-colitis
C34558|amebic-colitis
C36067|clostridium-colitis
C35286|clostridium-difficile-colitis
C35634|clostridium-sordellii-colitis
C38504|microscopic-colitis
C27021|collagenous-colitis
C27053|eosinophilic-colitis
C27147|lymphocytic-colitis
C37260|classic-lymphocytic-colitis
C96853|non-neoplastic-hepatobiliary-disorder
C35774|non-neoplastic-bile-duct-disorder
C34916|pericholangitis
C26718|cholangitis
C35334|acute-cholangitis
C35372|ascending-cholangitis
C35335|chronic-cholangitis
C35336|suppurative-cholangitis
C96717|non-neoplastic-gallbladder-disorder
C122822|cholelithiasis
C34465|cholecystitis
C35332|cholecystitis-with-cholelithiasis
C35592|emphysematous-cholecystitis
C35792|xanthogranulomatous-cholecystitis
C35578|acalculous-cholecystitis
C96169|chronic-acalculous-cholecystitis
C35146|chronic-cholecystitis
C53550|non-neoplastic-liver-and-intrahepatic-bile-duct-disorder
C113609|chronic-liver-disease
C4916|focal-nodular-hyperplasia-of-the-liver
C119011|hepatolithiasis
C84412|liver-disease-associated-with-cystic-fibrosis
C84443|mitochondrial-hepatopathy
C82833|polycystic-liver-disease
C26922|liver-failure
C84396|acute-liver-failure
C84444|nonalcoholic-fatty-liver-disease
C84445|nonalcoholic-steatohepatitis
C34783|alcoholic-liver-disease
C34782|alcoholic-cirrhosis
C34684|alcoholic-hepatitis
C34352|acute-alcoholic-hepatitis
C2951|cirrhosis
C84411|cryptogenic-cirrhosis
C35532|portal-cirrhosis
C51225|biliary-cirrhosis
C27167|primary-biliary-cirrhosis
C3095|hepatitis
C27015|granulomatous-hepatitis
C35331|acute-hepatitis
C27029|autoimmune-hepatitis
C27778|autoimmune-hepatitis-with-centrilobular-necrosis
C82978|chronic-hepatitis
C27604|non-neoplastic-eye-disorder
C112183|blepharitis
C34430|blepharoconjunctivitis
C50504|contact-lens-overwear-syndrome
C118864|crystalline-lens-dislocation
C50519|cyclitis
C26971|dacryoadenitis
C118860|fat-adherence-syndrome
C50592|hyphema
C118865|intraocular-lens-dislocation
C50621|iritis
C34903|pars-planitis
C98877|coloboma-of-the-eye
C98879|coloboma-of-the-iris
C103956|coloboma-of-the-retina
C34744|keratoconjunctivitis
C34590|epidemic-keratoconjunctivitis
C50807|vitreous-detachment
C118721|posterior-vitreous-detatchment
C34863|optic-atrophy
C34864|hereditary-optic-atrophy
C26713|cataract
C53976|juvenile-cataract
C35068|tetanic-cataract
C98802|acquired-cataract
C101191|acquired-bilateral-cataracts
C101192|acquired-unilateral-cataract
C50614|induced-cataract
C35012|senile-cataract
C101193|bilateral-cataracts
C135177|cortical-cataract
C135197|cortical-cataract-grade-1
C135198|cortical-cataract-grade-2
C135199|cortical-cataract-grade-3
C135200|cortical-cataract-grade-4
C135176|nuclear-cataract
C135193|nuclear-cataract-grade-1
C135194|nuclear-cataract-grade-2
C135195|nuclear-cataract-grade-3
C135196|nuclear-cataract-grade-4
C135180|posterior-subcapsular-cataract
C135201|posterior-subcapsular-cataract-grade-1
C135202|posterior-subcapsular-cataract-grade-2
C135203|posterior-subcapsular-cataract-grade-3
C135204|posterior-subcapsular-cataract-grade-4
C84420|diabetic-eye-disease
C34538|diabetic-retinopathy
C35668|non-proliferative-diabetic-retinopathy
C84457|proliferative-diabetic-retinopathy
C27609|non-neoplastic-eyelid-disorder
C26717|chalazion
C78288|eyelid-function-disorder
C118866|lid-retraction
C118867|slipped-extraocular-muscle
C26782|glaucoma
C34639|angle-closure-glaucoma
C101228|bilateral-glaucoma
C34641|open-angle-glaucoma
C35394|primary-open-angle-glaucoma
C50648|congenital-glaucoma
C150251|primary-congenital-glaucoma
C148260|primary-congenital-glaucoma-3a
C27608|non-neoplastic-corneal-disorder
C50507|corneal-decompensation
C118862|corneal-delle
C50515|corneal-ulcer
C26806|keratoconus
C125485|microcornea
C27012|keratopathy
C118765|band-keratopathy
C26970|bullous-keratopathy
C26805|keratitis
C128370|fungal-keratitis
C118749|infectious-keratitis
C118750|photokeratitis
C34513|corneal-dystrophy
C142805|gelatinous-drop-like-corneal-dystrophy
C34512|hereditary-corneal-dystrophy
C34793|macular-corneal-dystrophy
C35478|congenital-macular-corneal-dystrophy
C27610|non-neoplastic-retinal-disorder
C34795|macular-hole
C85045|retinitis-pigmentosa
C35468|macular-edema
C34794|cystoid-macular-edema
C115993|retinitis
C35625|retinal-dystrophy
C35194|hereditary-retinal-dystrophy
C140264|genetic-macular-dystrophy
C34979|retinal-degeneration
C34919|peripheral-retinal-degeneration
C123330|macular-degeneration
C84391|age-related-macular-degeneration
C26967|retinal-detachment-and-defect
C26968|retinal-defect
C124578|retinal-fold
C26874|retinal-detachment
C118755|rhegmatogenous-retinal-detachment
C118756|serous-retinal-detachment
C118759|tractional-retinal-detachment
C34980|retinal-vascular-occlusion
C34978|retinal-artery-occlusion
C34456|central-retinal-artery-occlusion
C35192|partial-retinal-arterial-occlusion
C34436|retinal-arterial-branch-occlusion
C35193|transient-retinal-arterial-occlusion
C34981|retinal-vein-occlusion
C118859|central-retinal-vein-occlusion
C35341|partial-retinal-vein-occlusion
C62601|retinopathy
C115124|central-serous-chorioretinopathy
C3514|hypertensive-retinopathy
C115339|radiation-retinopathy
C34982|retinopathy-of-prematurity
C101036|retinopathy-of-prematurity-with-plus-disease
C35776|non-neoplastic-uveal-disorder
C26909|uveitis
C110923|chorioretinitis
C35110|intermediate-uveitis
C35111|posterior-uveitis
C35109|anterior-uveitis
C119989|acute-anterior-uveitis
C34736|iridocyclitis
C34476|chronic-iridocyclitis
C27607|non-neoplastic-conjunctival-disorder
C34504|conjunctivitis
C112189|bulbar-conjunctivitis
C116815|ophthalmia-neonatorum
C35195|acute-conjunctivitis
C34353|acute-atopic-conjunctivitis
C35704|acute-contagious-conjunctivitis
C34505|acute-hemorrhagic-conjunctivitis
C34506|atopic-conjunctivitis
C35197|chronic-conjunctivitis
C34508|vernal-conjunctivitis
C35616|papillary-conjunctivitis
C34507|giant-papillary-conjunctivitis
C27672|non-neoplastic-cardiovascular-disorder
C34403|arteriosclerotic-cardiovascular-disease
C35771|atherosclerotic-cardiovascular-disease
C99030|pulmonary-artery-stenosis
C99144|branch-pulmonary-artery-stenosis
C99897|congenital-pulmonary-artery-stenosis
C99066|supravalvular-pulmonary-artery-stenosis
C2881|arrhythmia
C62015|av-block-first-degree
C51224|atrial-flutter
C37920|bradycardia
C126651|progressive-familial-heart-block-type-ia
C26923|sinus-bradycardia
C26889|sinus-tachycardia
C110938|tachyarrhythmia
C26924|ventricular-arrhythmia
C50799|ventricular-fibrillation
C111119|av-block-second-degree
C62017|av-block-second-degree-mobitz-type-i
C62018|av-block-second-degree-mobitz-type-ii
C50466|atrial-fibrillation
C80392|chronic-atrial-fibrillation
C80391|paroxysmal-atrial-fibrillation
C50501|complete-atrioventricular-block
C38029|tachycardia
C111646|junctional-ectopic-tachycardia
C35061|supraventricular-tachycardia
C98848|congenital-bundle-of-his-tachycardia
C101197|congenital-supraventricular-tachycardia
C35481|atrial-tachycardia
C99113|ectopic-atrial-tachycardia
C34900|paroxysmal-atrial-tachycardia
C50802|ventricular-tachycardia
C101196|congenital-ventricular-tachycardia
C107376|pediatric-non-congenital-ventricular-tachycardia
C50800|ventricular-flutter
C111648|polymorphic-ventricular-tachycardia
C123414|catecholaminergic-polymorphic-ventricular-tachycardia-type-1
C148368|catecholaminergic-polymorphic-ventricular-tachycardia-type-2
C35740|non-neoplastic-vascular-disorder
C114754|av-fistula-stenosis
C35610|diabetic-vascular-disorder
C50616|intimal-dissection-of-blood-vessel
C35595|vascular-hemorrhagic-disorder
C99938|chronic-total-occlusion-vessel
C100062|chronic-total-coronary-artery-occlusion
C3207|lymphedema
C48829|primary-lymphedema
C48830|secondary-lymphedema
C45479|reactive-vascular-proliferation
C3477|bacillary-angiomatosis
C27505|glomeruloid-hemangioma
C4391|papillary-endothelial-hyperplasia
C3410|thrombophlebitis
C27175|injection-site-thrombophlebitis
C78634|superficial-thrombophlebitis
C2938|cerebrovascular-disorder
C84625|cerebral-amyloid-angiopathy
C50486|cerebral-infarction
C3390|cerebrovascular-accident
C95803|hemorrhagic-cerebrovascular-accident
C95802|ischemic-cerebrovascular-accident
C116715|venous-stroke
C78394|cerebrovascular-ischemia
C50781|transient-ischemic-attack
C26759|embolism
C111911|amniotic-fluid-embolism
C111782|antepartum-obstetric-septic-embolism
C114722|dialysis-catheter-embolism
C111861|postpartum-obstetric-septic-embolism
C50713|pulmonary-embolism
C50455|air-embolism
C111780|antepartum-obstetric-air-embolism
C111781|postpartum-obstetric-air-embolism
C28195|thromboembolism
C111783|antepartum-obstetric-thromboembolism
C111865|postpartum-obstetric-thromboembolism
C99537|venous-thromboembolism
C4796|hypertensive-episode
C3122|hypertensive-crisis
C3503|hypertensive-encephalopathy
C35136|peripheral-vascular-disorder
C35070|buerger-disease
C84496|peripheral-arterial-disorder
C148074|peripheral-vascular-insufficiency
C50724|raynaud-phenomenon
C116360|primary-raynaud-phenomenon
C116359|secondary-raynaud-phenomenon
C35279|vein-disorder
C100070|coronary-venous-dissection
C38003|phlebitis
C78558|infective-phlebitis
C26891|thrombosis
C114772|extracorporeal-circuit-clot
C116115|stent-thrombosis
C114397|vascular-thrombosis
C114756|av-fistula-thrombosis
C114763|av-graft-thrombosis
C123898|hepatic-thrombosis
C123900|mesenteric-thrombosis
C123899|splenic-thrombosis
C111652|vascular-shunt-thrombosis
C98826|arterial-thrombosis
C98701|abdominal-aorta-thrombosis
C101338|arterial-thrombosis-related-to-vascular-access-complication
C99107|venous-thrombosis
C132727|cerebral-vein-thrombosis
C49343|deep-vein-thrombosis
C123901|gonadal-thrombosis
C78565|portal-vein-thrombosis
C99042|renal-vein-thrombosis
C150134|splanchnic-vein-thrombosis
C101339|venous-thrombosis-related-to-vascular-access-complication
C45481|vascular-ectasia
C132484|hemangiectasis
C3943|nevus-anemicus
C3840|port-wine-stain
C45483|venous-lake
C97087|lymphangiectasia
C3481|nevus-araneus
C4805|acquired-nevus-araneus
C4806|congenital-nevus-araneus
C28194|telangiectasia
C3923|cutis-marmorata
C2874|angiokeratoma
C8596|vulvar-angiokeratoma
C4488|skin-angiokeratoma
C7751|angiokeratoma-circumscriptum
C7752|angiokeratoma-of-fordyce
C3927|angiokeratoma-of-mibelli
C35317|arterial-disorder
C38146|chronic-allograft-arteriopathy
C50461|aortic-dissection
C99997|one-vessel-coronary-disease
C101254|renal-artery-disease
C102954|systemic-arterial-hypertensive-disorder
C100020|three-vessel-coronary-disease
C100023|two-vessel-coronary-disease
C35318|arterial-occlusion
C35793|femoropopliteal-occlusive-disease
C93024|hepatic-arterial-occlusion
C78533|peripheral-arterial-occlusive-disease
C34399|arteritis
C34581|endarteritis
C83506|infectious-arteritis
C70549|microscopic-polyarteritis
C35062|takayasu-arteritis
C34653|granulomatous-arteritis
C35065|temporal-arteritis
C61281|necrotizing-arteritis
C61282|overlap-necrotizing-arteritis
C26847|polyarteritis-nodosa
C126347|adenosine-deaminase-2-deficiency
C117295|cutaneous-polyarteritis-nodosa
C101253|aorta-disease
C103266|congenital-aortic-arch-hypoplasia
C99704|arterial-dissection
C99709|significant-arterial-dissection
C34398|arteriosclerosis
C35770|monckeberg-arteriosclerosis
C35768|atherosclerosis
C34459|cerebral-atherosclerosis
C35505|coronary-atherosclerosis
C35767|generalized-atherosclerosis
C35769|generalized-arteriosclerosis
C35543|arteriolosclerosis
C96186|hyaline-arteriolosclerosis
C96179|efferent-arteriolar-hyalinosis
C26326|non-neoplastic-connective-and-soft-tissue-disorder
C62410|interstitial-disease
C98297|juvenile-hyaline-fibromatosis
C84654|craniomandibular-disorder
C63709|temporomandibular-joint-disorder
C27573|non-neoplastic-soft-tissue-disorder
C78297|adipose-tissue-atrophy
C94407|bursitis
C50566|fibromyositis
C6573|fibroosseous-pseudotumor-of-the-digits
C27896|multicentric-reticulohistiocytosis
C6592|panniculitis-ossificans
C97065|periosteal-desmoid-tumor
C35009|sclerema-neonatorum
C70428|serositis
C3356|solitary-reticulohistiocytoma
C7159|subepidermal-nodular-fibrosis
C97141|tendonitis
C35130|volkmanns-ischemic-contracture
C4071|xanthoma
C34589|epicondylitis
C35067|lateral-epicondylitis
C50559|fasciitis
C112116|eosinophilic-fasciitis
C6483|ischemic-fasciitis
C84916|necrotizing-fasciitis
C6948|postoperative-spindle-cell-nodule
C128051|postoperative-spindle-cell-nodule-of-the-cervix
C128111|postoperative-spindle-cell-nodule-of-the-vagina
C50766|synovitis
C97140|acute-synovitis
C27302|xanthogranuloma
C27514|adult-xanthogranuloma
C118317|non-neoplastic-muscle-disorder
C118318|rhabdomyolysis
C101216|myopathy
C126688|bethlem-myopathy-1
C122793|critical-illness-myopathy
C116796|idiopathic-inflammatory-myopathy
C98985|metabolic-myopathy
C118784|nemaline-myopathy-2
C129870|nemaline-myopathy-3
C129871|nemaline-myopathy-8
C88134|steroid-myopathy
C83009|myofibrillar-myopathy
C83010|central-core-disease
C26744|dermatomyositis
C27313|adult-dermatomyositis
C27576|childhood-dermatomyositis
C116797|juvenile-dermatomyositis-sine-myositis
C27572|non-neoplastic-bone-disorder
C34345|achondroplasia
C35545|acroosteolysis
C118460|blounts-disease
C27220|bone-infarction
C34466|cartilage-development-disorder
C34881|congenital-deformity-of-hip
C114470|enthesitis
C34875|osteitis-fibrosa-cystica
C35033|spondylolisthesis
C34432|bone-development-disorder
C86969|odontoid-hypoplasia
C34560|dysostosis
C35795|acrofacial-dysostosis
C125598|spondylocostal-dysostosis
C3029|exostosis
C34671|heberdens-node
C139151|osteophyte
C34877|osteochondritis
C34878|osteochondritis-dissecans
C26837|osteogenesis-imperfecta
C99003|osteogenesis-imperfecta-type-i
C99001|osteogenesis-imperfecta-type-ii
C99002|osteogenesis-imperfecta-type-iii
C98576|osteogenesis-imperfecta-type-iv
C26840|osteopetrosis
C129732|autosomal-dominant-osteopetrosis
C129733|autosomal-recessive-osteopetrosis
C131308|osteoclast-rich-osteopetrosis
C34712|hyperostosis
C131429|craniodiaphyseal-dysplasia
C131430|craniotubular-hyperostosis
C131812|endosteal-hyperostosis
C118423|infantile-cortical-hyperostosis
C34713|hyperostosis-of-skull
C84772|hyperostosis-frontalis-interna
C34879|osteochondrosis
C35313|juvenile-osteochondrosis
C34999|juvenile-osteochondrosis-of-spine
C34874|osgood-schlatters-disease
C26878|rickets
C98806|acquired-rickets
C96867|adult-rickets
C131077|vitamin-d-dependent-rickets-2
C131075|vitamin-d-dependent-rickets-2a
C131076|vitamin-d-dependent-rickets-2b
C96869|childhood-rickets
C131421|calcium-deficiency-rickets
C131445|nutritional-calcium-deficient-rickets
C131449|hypophosphatemic-rickets
C131450|hereditary-hypophosphatemic-rickets-with-hypercalciuria
C131447|nutritional-rickets
C131446|nutritional-hypophosphatemic-rickets
C131448|nutritional-vitamin-d-deficiency-rickets
C35034|spondylolysis
C35593|congenital-spondylolysis
C34502|congenital-spondylolysis-lumbosacral-region
C34880|bone-necrosis
C94497|bisphosphonate-associated-osteonecrosis
C63924|osteonecrosis-of-jaw
C63707|osteoradionecrosis
C35476|aseptic-necrosis-of-bone
C35226|aseptic-necrosis-of-head-of-humerus
C34404|aseptic-necrosis-of-head-and-neck-of-femur
C35480|aseptic-necrosis-of-femoral-head
C34841|avascular-necrosis-of-bone
C35517|avascular-necrosis-of-humerus
C35513|avascular-necrosis-of-femur
C35447|avascular-necrosis-of-femoral-head
C99064|spinal-deformity
C34787|lordosis
C34754|kyphosis
C35325|congenital-kyphosis
C35518|lumbar-spine-kyphosis
C35489|thoracic-spine-kyphosis
C34755|acquired-kyphosis
C34756|acquired-postural-kyphosis
C78603|scoliosis
C98899|postural-scoliosis
C103923|congenital-postural-scoliosis
C35760|arthropathy
C35225|arthropathy-in-behcets-syndrome
C35761|transient-arthropathy
C35762|traumatic-arthropathy
C35763|traumatic-arthritis
C2883|arthritis
C84564|ankylosing-spondylitis
C27017|aggravated-arthritis
C26980|allergic-arthritis
C27206|atrophic-arthritis
C26981|climacteric-arthritis
C70634|destructive-arthritis
C119022|early-inflammatory-arthritis
C119024|enthesitis-related-arthritis
C27039|hemophilic-arthritis
C27330|injection-site-arthritis
C119026|lyme-arthritis
C128333|migratory-arthritis
C27041|neck-arthritis
C119023|nonerosive-arthritis
C119021|oligoarticular-arthritis
C119025|post-streptococcal-arthritis
C128332|reactive-arthritis
C118475|suppurative-arthritis
C3293|osteoarthritis
C34876|hip-osteoarthritis
C26996|polyarticular-arthritis
C26979|juvenile-chronic-polyarthritis
C61277|psoriatic-arthritis
C114361|juvenile-psoriatic-arthritis
C116778|spondyloarthritis
C114347|juvenile-spondyloarthritis
C2884|rheumatoid-arthritis
C119045|early-rheumatoid-arthritis
C27179|juvenile-rheumatoid-arthritis
C61278|still-disease
C61279|oligoarticular-still-disease
C61280|polyarticular-still-disease
C114357|juvenile-idiopathic-arthritis
C119033|polyarticular-juvenile-idiopathic-arthritis-rheumatoid-factor-negative
C119034|polyarticular-juvenile-idiopathic-arthritis-rheumatoid-factor-positive
C119044|psoriatic-juvenile-idiopathic-arthritis
C119031|systemic-juvenile-idiopathic-arthritis
C119035|undifferentiated-juvenile-idiopathic-arthritis
C119032|oligoarticular-juvenile-idiopathic-arthritis
C119041|extended-oligoarticular-juvenile-idiopathic-arthritis
C119040|persistent-oligoarticular-juvenile-idiopathic-arthritis
C26700|infective-arthritis
C26699|bacterial-arthritis
C27078|arthritis-or-polyarthritis-due-to-escherichia-coli
C27074|arthritis-or-polyarthritis-due-to-pneumococcus
C27077|arthritis-or-polyarthritis-due-to-pseudomonas
C27075|arthritis-or-polyarthritis-due-to-streptococcus
C27320|blennorrhagic-arthritis
C27163|arthritis-or-polyarthritis-due-to-staphylococcus
C27306|staphylococcal-septic-arthritis
C27663|non-neoplastic-head-and-neck-disorder
C2944|cholesteatoma
C35868|maxillary-sinus-cholesteatoma
C3654|middle-ear-cholesteatoma
C27662|non-neoplastic-salivary-gland-disorder
C78600|salivary-duct-inflammation
C115165|sialitis
C114281|parotitis
C128403|suppurative-parotitis
C78601|salivary-gland-infection
C26882|sialadenitis
C82887|chronic-sclerosing-sialadenitis
C27656|non-neoplastic-nasal-cavity-and-paranasal-sinus-disorder
C27658|non-neoplastic-nasal-cavity-disorder
C34989|rhinophyma
C34986|rhinitis
C34479|chronic-rhinitis
C78599|infectious-rhinitis
C34988|vasomotor-rhinitis
C79532|allergic-rhinitis
C34987|atopic-rhinitis
C92189|perennial-allergic-rhinitis
C92188|seasonal-allergic-rhinitis
C27657|non-neoplastic-paranasal-sinus-disorder
C27660|non-neoplastic-neck-disorder
C27568|non-neoplastic-parathyroid-gland-disorder
C27661|non-neoplastic-pharyngeal-disorder
C116007|epiglottitis
C26851|pharyngitis
C116003|streptococcal-pharyngitis
C128436|tonsillopharyngitis
C34837|nasopharyngitis
C34500|acute-nasopharyngitis
C34355|acute-pharyngitis
C27566|non-neoplastic-thyroid-gland-disorder
C132054|euthyroid-condition
C113171|transient-hypothyroxinemia-of-prematurity
C27659|non-neoplastic-laryngeal-disorder
C101279|laryngeal-agenesis
C98970|laryngeal-web
C98971|laryngomalacia
C3370|vocal-cord-nodule
C3441|voice-disorder
C26811|laryngitis
C26975|chronic-laryngitis
C27305|viral-laryngitis
C26688|acute-laryngitis
C26735|croup
C27652|non-neoplastic-ear-disorder
C27654|non-neoplastic-inner-ear-disorder
C26973|sensory-hearing-loss
C27653|non-neoplastic-external-ear-disorder
C79601|otitis-externa
C3078|hearing-disorder
C116364|auditory-neuropathy-spectrum-disorder
C97170|central-auditory-processing-disorder
C50576|hearing-impairment
C35731|hearing-loss
C34662|central-hearing-loss
C27645|conductive-hearing-loss
C116365|functional-hearing-loss
C34663|high-frequency-hearing-loss
C35583|low-frequency-hearing-loss
C26974|mixed-hearing-loss
C34664|noise-induced-hearing-loss
C27643|partial-hearing-loss
C116367|presbycusis
C26739|sensorineural-hearing-loss
C27644|deafness
C36193|bilateral-deafness
C36194|complete-deafness
C27650|non-neoplastic-oral-disorder
C79544|non-neoplastic-lip-disorder
C79545|cheilitis
C112198|angular-cheilitis
C27651|non-neoplastic-oral-cavity-disorder
C97142|acute-tonsillitis
C84588|benign-migratory-glossitis
C62546|canker-sore
C112197|enanthem
C35075|hairy-tongue
C87094|micrognathism
C27157|mouth-sore
C116006|tonsillitis
C128385|uvulitis
C34636|gingivitis
C34474|chronic-gingivitis
C34637|necrotizing-ulcerative-gingivitis
C35779|non-neoplastic-dental-disorder
C35658|congenital-dental-disorder
C35598|dental-pain-and-sensation-disorder
C34529|enamel-hypoplasia
C8381|gigantiform-cementoma
C35596|dental-developmental-disorder
C85055|malocclusion
C118306|tooth-malformation
C63743|periodontal-disorder
C94558|chronic-pericoronitis
C34918|periodontitis
C34354|acute-periodontitis
C35326|chronic-periodontitis
C26324|non-neoplastic-hematologic-and-lymphocytic-disorder
C27227|neonatal-leukopenia
C3820|cyclic-neutropenia
C61233|paroxysmal-nocturnal-hemoglobinuria
C131634|platelet-abnormality
C36075|sinus-histiocytosis-with-massive-lymphadenopathy
C61248|amegakaryocytosis
C61232|non-congenital-amegakaryocytosis
C89161|congenital-amegakaryocytosis
C85074|spherocytosis
C97074|hereditary-spherocytosis
C4939|benign-lymphoproliferative-disorder
C62776|cutaneous-pseudolymphoma
C39591|chronic-lymphoproliferative-disorder-of-nk-cells
C26821|lymphadenitis
C26978|acute-lymphadenitis
C26937|cervical-lymphadenitis
C26966|chronic-lymphadenitis
C71719|histiocytic-necrotizing-lymphadenitis
C26830|mesenteric-lymphadenitis
C27332|postauricular-lymphadenitis
C27016|submandibular-lymphadenitis
C27135|suppurative-lymphadenitis
C34817|methemoglobinemia
C98898|congenital-methemoglobinemia
C98805|acquired-methemoglobinemia
C101045|drug-induced-methemoglobinemia
C110936|toxic-methemoglobinemia-with-cyanosis
C34974|pure-red-cell-aplasia
C70548|acquired-pure-red-cell-aplasia
C131683|transient-erythroblastopenia-of-childhood
C104003|congenital-hematological-disorder
C61234|congenital-abnormalities-of-erythrocyte-differentiation-or-function
C61242|congenital-neutropenia
C61247|congenital-platelets-abnormality
C136653|x-linked-thrombocytopenia-with-or-without-dyserythropoietic-anemia
C134941|x-linked-thrombocytopenia-with-beta-thalassemia
C103172|congenital-bleeding-disorder
C98942|hereditary-coagulation-factor-deficiency
C27146|hemophilia-a
C98937|hereditary-factor-i-deficiency
C26799|hereditary-factor-ii-deficiency
C26721|hemophilia-b
C98938|hereditary-factor-v-deficiency
C98939|hereditary-factor-vii-deficiency
C84705|hereditary-factor-xi-deficiency
C131644|hereditary-factor-iii-deficiency
C98941|hereditary-factor-xiii-deficiency
C98940|hereditary-factor-x-deficiency
C26770|hereditary-factor-xii-deficiency
C35228|congenital-anemia
C35262|hereditary-sideroblastic-anemia
C34379|hereditary-hemolytic-anemia
C101218|hemolytic-anemia-due-to-membrane-defect
C35882|hereditary-elliptocytosis
C98943|hereditary-pyropoikilocytosis
C131674|infantile-pyknocytosis
C3092|hemoglobinopathy
C34675|hemoglobin-c-disease
C35344|hemoglobin-d-disease
C35287|hemoglobin-e-disease
C34676|sickle-cell-hemoglobin-c-disease
C122412|vaso-occlusive-crisis
C95534|hemoglobin-trait
C95536|alpha-thalassemia-silent-carrier
C95535|alpha-thalassemia-trait
C39800|sickle-cell-trait
C34383|sickle-cell-disease
C131682|sickle-cell-ss-disease
C61237|sickle-cell-thalassemia
C98835|sickle-beta-0-thalassemia
C98837|sickle-beta-plus-thalassemia
C95539|sickle-beta-thalassemia
C35069|thalassemia
C81288|s-beta-thalassemia
C95538|beta-thalassemia-plus-structural-variants
C34368|alpha-thalassemia
C95504|hemoglobin-h-disease
C34375|thalassemia-major
C129699|beta-thalassemia-major
C141366|hemoglobin-lepore-syndrome
C2902|coagulation-disorder
C115221|bleeding-diathesis
C101333|coagulation-disorder-related-to-liver-dysfunction
C131658|consumptive-coagulopathy
C75545|hemolytic-uremic-syndrome
C113740|hyperfibrinogenemia
C131659|dysfibrinogenemia
C131673|immune-mediated-coagulopathy
C133884|plasminogen-activator-inhibitor-1-deficiency
C2992|disseminated-intravascular-coagulation
C111856|disseminated-intravascular-coagulation-in-newborn
C84479|thrombophilia
C99025|protein-c-deficiency-disease
C99026|protein-s-deficiency-disease
C68677|von-willebrand-disease
C131681|platelet-type-von-willebrand-disease
C131685|von-willebrand-disease-type-1
C131686|von-willebrand-disease-type-2a
C131688|von-willebrand-disease-type-2m
C131687|von-willebrand-disease-type-2b
C85213|von-willebrand-disease-type-3
C131689|von-willebrand-disease-type-2n
C62605|thrombotic-microangiopathy
C78797|thrombotic-thrombocytopenic-purpura
C131653|acquired-thrombotic-thrombocytopenic-purpura
C131657|congenital-thrombotic-thrombocytopenic-purpura
C27215|coagulation-factor-deficiency
C34347|acquired-coagulation-factor-deficiency
C131621|acquired-factor-i-deficiency
C131660|factor-i-inactivation
C131622|acquired-factor-ii-deficiency
C131661|factor-ii-inactivation
C131623|acquired-factor-iii-deficiency
C131662|factor-iii-inactivation
C35440|acquired-factor-ix-deficiency
C131663|factor-ix-inactivation
C131625|acquired-factor-vii-deficiency
C131665|factor-vii-inactivation
C35345|acquired-factor-viii-deficiency
C131666|factor-viii-inactivation
C131624|acquired-factor-v-deficiency
C131664|factor-v-inactivation
C131629|acquired-factor-xiii-deficiency
C131670|factor-xiii-inactivation
C131627|acquired-factor-xi-deficiency
C131668|factor-xi-inactivation
C131626|acquired-factor-x-deficiency
C131667|factor-x-inactivation
C131628|acquired-factor-xii-deficiency
C131669|factor-xii-inactivation
C131737|factor-ii-deficiency
C131738|factor-v-deficiency
C131631|factor-vii-deficiency
C26692|factor-i-deficiency
C98130|afibrinogenemia
C131740|factor-xii-deficiency
C131632|factor-x-deficiency
C131633|factor-xiii-deficiency
C131635|tissue-factor-deficiency
C3093|hemophilia
